,loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
3283,3284,5, Not Graduate, No,1100000,3900000,20,858,3200000,1200000,3800000,1100000, Approved
3153,3154,0, Graduate, Yes,2500000,9100000,10,852,5000000,4700000,7400000,1500000, Approved
3454,3455,5, Graduate, No,1000000,3000000,4,896,2800000,1100000,2000000,1100000, Approved
513,514,3, Graduate, Yes,3400000,9700000,20,728,1500000,1500000,7300000,2400000, Approved
2627,2628,0, Graduate, Yes,900000,3100000,4,355,1700000,100000,3000000,500000, Approved
605,606,4, Not Graduate, Yes,7100000,24500000,14,599,9100000,7000000,20400000,6800000, Approved
3078,3079,3, Graduate, No,7800000,28700000,4,447,7200000,9500000,20100000,11300000, Approved
525,526,0, Graduate, Yes,6900000,17000000,20,599,18100000,9400000,26600000,4300000, Approved
1751,1752,1, Graduate, Yes,7500000,19900000,10,669,1800000,8800000,18100000,7300000, Approved
3368,3369,4, Graduate, No,7100000,28300000,6,850,5600000,7100000,26000000,9700000, Approved
3312,3313,2, Graduate, No,7800000,26400000,4,763,2200000,8400000,16600000,6700000, Approved
2632,2633,0, Graduate, Yes,9000000,33100000,20,734,2800000,5900000,25300000,10300000, Approved
2026,2027,4, Graduate, Yes,9800000,34100000,14,740,6500000,16900000,27100000,5100000, Approved
2751,2752,2, Graduate, No,8800000,26700000,16,696,12900000,15300000,20300000,10900000, Approved
3504,3505,5, Graduate, Yes,9900000,25900000,4,860,7800000,200000,38000000,5400000, Approved
2076,2077,2, Not Graduate, No,1500000,4200000,16,771,2500000,800000,5700000,1100000, Approved
2946,2947,5, Graduate, Yes,3800000,12000000,2,649,6200000,5300000,10300000,4200000, Approved
1916,1917,4, Not Graduate, No,1600000,6200000,18,554,3200000,800000,5500000,1100000, Approved
2186,2187,3, Not Graduate, Yes,8100000,23300000,20,657,15700000,2900000,28100000,6200000, Approved
4211,4212,3, Graduate, No,9800000,28300000,2,715,19500000,9600000,28800000,9200000, Approved
2775,2776,0, Graduate, No,4900000,18500000,8,659,8800000,1700000,14700000,4900000, Approved
864,865,0, Not Graduate, Yes,7200000,20700000,10,733,15600000,12000000,19200000,9900000, Approved
2870,2871,2, Graduate, Yes,4000000,8600000,4,847,10200000,2700000,14300000,2400000, Approved
394,395,4, Not Graduate, Yes,2200000,8200000,14,737,5800000,2800000,8200000,1400000, Approved
46,47,3, Not Graduate, Yes,4200000,14600000,6,679,2400000,6900000,8700000,4900000, Approved
3188,3189,5, Graduate, Yes,7100000,20100000,4,700,16900000,2900000,15600000,4500000, Approved
4054,4055,5, Graduate, Yes,3800000,10100000,2,571,7400000,6600000,12600000,3300000, Approved
2707,2708,2, Not Graduate, Yes,7800000,29600000,14,568,-100000,8600000,27000000,7200000, Approved
1295,1296,3, Graduate, No,1600000,3500000,10,844,4500000,2200000,5200000,1600000, Approved
3516,3517,1, Graduate, Yes,6900000,22300000,16,673,17400000,100000,21300000,9000000, Approved
3413,3414,0, Not Graduate, No,6000000,22000000,12,826,1400000,2000000,14100000,7000000, Approved
3074,3075,5, Not Graduate, No,5300000,14600000,16,855,4200000,1600000,11200000,7400000, Approved
3920,3921,4, Graduate, No,9100000,26600000,2,812,23300000,11900000,33100000,10400000, Approved
1221,1222,3, Graduate, Yes,5100000,20400000,6,754,1700000,2600000,11800000,7600000, Approved
575,576,5, Graduate, Yes,1700000,5800000,4,583,2000000,1800000,6000000,2300000, Approved
3282,3283,2, Not Graduate, Yes,9800000,34600000,16,754,12400000,14900000,34700000,6100000, Approved
1737,1738,2, Graduate, No,6600000,13100000,20,885,10900000,4300000,20600000,6200000, Approved
2432,2433,2, Graduate, Yes,4500000,12600000,2,568,6900000,3900000,17800000,2900000, Approved
2754,2755,3, Graduate, No,6800000,21800000,10,556,16400000,9300000,19100000,5400000, Approved
210,211,3, Graduate, No,7800000,15900000,2,665,14400000,900000,27200000,5400000, Approved
2607,2608,4, Not Graduate, No,5400000,12600000,18,786,300000,2500000,21000000,6600000, Approved
1018,1019,0, Graduate, No,9500000,22600000,6,861,24700000,13200000,29000000,5600000, Approved
3338,3339,2, Graduate, No,300000,900000,8,735,800000,400000,500000,100000, Approved
2976,2977,3, Not Graduate, Yes,9400000,30900000,20,873,22800000,17700000,19300000,9000000, Approved
453,454,0, Graduate, No,6800000,27000000,4,429,17100000,7600000,21400000,9400000, Approved
1219,1220,0, Not Graduate, Yes,8600000,17700000,20,711,22000000,0,30800000,7400000, Approved
2810,2811,0, Graduate, No,7000000,27800000,16,640,11500000,3700000,16000000,8200000, Approved
1364,1365,1, Not Graduate, No,6400000,14100000,20,553,11700000,4500000,20000000,3600000, Approved
3447,3448,5, Not Graduate, Yes,8200000,20900000,14,726,11400000,4800000,26000000,8400000, Approved
4153,4154,1, Graduate, No,7700000,17100000,14,603,11100000,12100000,30300000,7100000, Approved
1466,1467,0, Not Graduate, No,4300000,17000000,8,619,4100000,6600000,17100000,3900000, Approved
1686,1687,5, Graduate, No,3200000,8700000,16,558,2600000,2500000,9100000,1800000, Approved
2018,2019,1, Graduate, No,8200000,25600000,4,686,2000000,5900000,17300000,4400000, Approved
1248,1249,2, Not Graduate, Yes,8200000,27200000,10,839,9200000,6400000,25500000,6000000, Approved
1251,1252,5, Not Graduate, No,2600000,9100000,4,309,6400000,1400000,5900000,3400000, Approved
4033,4034,1, Graduate, No,4100000,9100000,20,550,9900000,5200000,10800000,4800000, Approved
2375,2376,0, Graduate, Yes,2900000,9700000,2,820,6700000,1600000,9100000,3900000, Approved
77,78,0, Graduate, No,9000000,33500000,8,801,11600000,8900000,35400000,11100000, Approved
1493,1494,0, Graduate, No,4100000,9200000,4,671,3400000,6300000,10400000,4900000, Approved
4166,4167,1, Graduate, No,500000,1300000,14,619,1500000,100000,2000000,500000, Approved
2968,2969,2, Graduate, No,9700000,34500000,10,649,10600000,7600000,24800000,5900000, Approved
1146,1147,2, Graduate, Yes,8000000,31200000,8,553,6800000,3500000,21000000,10300000, Approved
3954,3955,5, Graduate, Yes,5300000,14000000,6,633,11800000,4500000,12800000,6100000, Approved
3779,3780,5, Not Graduate, No,5400000,21100000,12,661,15800000,10400000,20100000,5400000, Approved
2544,2545,0, Not Graduate, No,3900000,14600000,2,730,9200000,4000000,14600000,5400000, Approved
1742,1743,1, Graduate, Yes,3300000,11700000,4,682,3500000,5500000,12300000,1600000, Approved
883,884,0, Graduate, Yes,9000000,32400000,10,895,16800000,5800000,20700000,9500000, Approved
1415,1416,0, Graduate, Yes,2300000,6000000,8,690,5500000,2900000,6000000,2000000, Approved
16,17,2, Graduate, Yes,500000,1600000,4,663,1300000,100000,1300000,700000, Approved
2677,2678,3, Graduate, Yes,3900000,14300000,18,785,10900000,7600000,13900000,4900000, Approved
2706,2707,4, Not Graduate, Yes,1100000,3000000,4,730,300000,600000,3600000,1100000, Approved
624,625,5, Graduate, Yes,700000,2100000,14,863,100000,1200000,2700000,600000, Approved
3683,3684,4, Not Graduate, No,6700000,25300000,12,555,16900000,3600000,23500000,4900000, Approved
1128,1129,1, Graduate, Yes,5800000,16700000,12,721,1100000,9700000,17200000,7500000, Approved
3980,3981,1, Not Graduate, Yes,400000,900000,8,828,600000,500000,1500000,300000, Approved
436,437,3, Graduate, Yes,1600000,5700000,4,707,3300000,2700000,6200000,2300000, Approved
3993,3994,1, Not Graduate, No,3200000,12000000,16,597,6800000,1900000,7700000,2200000, Approved
602,603,5, Graduate, Yes,3700000,10000000,20,709,8000000,800000,12000000,2200000, Approved
887,888,1, Graduate, No,1900000,4200000,12,821,5200000,1500000,5000000,2700000, Approved
4250,4251,1, Graduate, Yes,6000000,13400000,12,731,1300000,4300000,21300000,6900000, Approved
2828,2829,4, Graduate, Yes,9200000,18600000,2,889,26900000,4200000,33300000,9700000, Approved
2612,2613,1, Not Graduate, Yes,7400000,23900000,4,687,20800000,10900000,26100000,5600000, Approved
2216,2217,5, Graduate, No,1400000,4100000,14,880,3700000,1800000,2800000,2100000, Approved
2141,2142,5, Graduate, Yes,4400000,16500000,10,806,3500000,4400000,11200000,2800000, Approved
992,993,5, Graduate, Yes,8500000,26700000,10,803,500000,16600000,24400000,9600000, Approved
2344,2345,1, Graduate, No,7000000,27100000,6,591,6700000,12200000,21500000,4900000, Approved
2038,2039,0, Not Graduate, Yes,3900000,8600000,2,667,4300000,6600000,13500000,2000000, Approved
1075,1076,2, Not Graduate, No,6300000,24500000,18,848,10200000,3500000,18200000,8200000, Approved
3471,3472,4, Not Graduate, No,7600000,23900000,8,672,2500000,1600000,20200000,6700000, Approved
1571,1572,1, Graduate, No,2700000,6800000,20,713,500000,3300000,6100000,1900000, Approved
2191,2192,0, Not Graduate, Yes,3600000,9900000,12,641,10300000,2400000,9100000,2700000, Approved
3730,3731,5, Graduate, No,200000,700000,18,707,-100000,100000,500000,200000, Approved
432,433,3, Not Graduate, No,5600000,18700000,2,769,8000000,8200000,17300000,4800000, Approved
185,186,2, Graduate, Yes,3800000,10900000,10,766,1900000,3900000,8600000,3000000, Approved
2866,2867,3, Not Graduate, Yes,1000000,3700000,8,725,3000000,1300000,4000000,1300000, Approved
787,788,1, Graduate, Yes,2600000,5500000,14,820,2700000,2400000,9300000,2000000, Approved
1642,1643,2, Not Graduate, Yes,8700000,18900000,2,554,3900000,1900000,18000000,11500000, Approved
2453,2454,2, Not Graduate, Yes,1500000,4500000,14,826,3200000,1700000,4600000,1600000, Approved
3385,3386,4, Graduate, No,700000,2200000,6,680,300000,200000,2500000,300000, Approved
2478,2479,5, Graduate, No,7400000,27100000,4,320,19800000,14600000,25200000,9400000, Approved
2853,2854,2, Graduate, No,4900000,16000000,12,710,8700000,7100000,10000000,5700000, Approved
2616,2617,2, Not Graduate, No,7600000,16700000,20,692,9900000,9600000,25100000,7400000, Approved
1767,1768,5, Graduate, Yes,200000,400000,18,822,200000,300000,600000,300000, Approved
530,531,5, Graduate, Yes,9900000,31800000,18,817,23400000,700000,32600000,11500000, Approved
1795,1796,3, Graduate, Yes,4600000,10900000,12,856,13500000,5100000,9400000,3300000, Approved
1432,1433,2, Not Graduate, Yes,2900000,7800000,18,588,400000,100000,11600000,4200000, Approved
4020,4021,4, Not Graduate, Yes,1300000,3400000,2,763,3800000,200000,5100000,1400000, Approved
2525,2526,5, Not Graduate, Yes,3900000,8300000,18,600,3900000,600000,10400000,5600000, Approved
3255,3256,5, Not Graduate, No,2200000,5400000,12,833,4900000,3300000,7000000,1600000, Approved
1970,1971,5, Not Graduate, Yes,7500000,15000000,14,661,12100000,5800000,29900000,4400000, Approved
2404,2405,2, Graduate, Yes,4300000,15200000,12,552,3400000,2100000,12700000,4800000, Approved
3816,3817,4, Not Graduate, No,1500000,4000000,18,706,0,2700000,4400000,1700000, Approved
366,367,3, Not Graduate, Yes,6000000,12500000,18,851,14600000,5000000,16800000,5000000, Approved
3942,3943,0, Graduate, No,7600000,30100000,2,743,20700000,8700000,27600000,9600000, Approved
3953,3954,4, Graduate, No,8400000,28700000,14,878,23400000,8300000,23900000,8600000, Approved
3908,3909,1, Not Graduate, No,6000000,20000000,12,637,10800000,4300000,20000000,8600000, Approved
1759,1760,1, Not Graduate, Yes,3100000,6300000,20,867,1900000,6100000,6600000,4000000, Approved
1831,1832,0, Not Graduate, No,5000000,16300000,12,737,2600000,3400000,11800000,4400000, Approved
441,442,5, Graduate, Yes,9600000,32400000,2,897,3500000,15400000,26800000,6200000, Approved
3731,3732,5, Not Graduate, Yes,8000000,29100000,4,658,10600000,8600000,28800000,4600000, Approved
462,463,0, Graduate, No,4400000,14700000,16,638,4000000,2700000,14400000,2700000, Approved
3860,3861,4, Graduate, No,8700000,25200000,18,790,25000000,9100000,18400000,8400000, Approved
3687,3688,2, Not Graduate, Yes,2100000,4500000,18,591,2500000,500000,5500000,1500000, Approved
3412,3413,1, Not Graduate, Yes,4700000,15000000,20,835,2100000,2500000,10100000,3800000, Approved
1091,1092,4, Not Graduate, Yes,600000,2100000,6,558,1300000,1000000,2200000,300000, Approved
877,878,1, Graduate, No,5200000,11200000,6,698,14100000,7600000,18800000,2700000, Approved
955,956,1, Not Graduate, Yes,500000,1400000,10,883,900000,0,1700000,300000, Approved
1000,1001,3, Not Graduate, Yes,2900000,7000000,4,806,5700000,5600000,5900000,3000000, Approved
1239,1240,3, Not Graduate, No,4200000,14500000,20,840,4500000,5900000,8900000,4600000, Approved
2063,2064,5, Not Graduate, Yes,2700000,8700000,20,687,2600000,1200000,9000000,1300000, Approved
1992,1993,0, Not Graduate, Yes,7300000,22600000,12,851,3300000,3400000,24800000,5300000, Approved
1779,1780,5, Graduate, No,1300000,2700000,6,607,800000,1500000,4700000,1600000, Approved
278,279,4, Not Graduate, No,2000000,4700000,18,733,3700000,3700000,7000000,2800000, Approved
704,705,5, Graduate, Yes,1300000,4300000,2,595,1300000,500000,2900000,1500000, Approved
1699,1700,3, Not Graduate, No,7600000,26600000,4,689,5300000,600000,24300000,8600000, Approved
731,732,2, Graduate, No,3400000,12900000,14,857,3400000,2500000,8700000,1900000, Approved
2111,2112,4, Not Graduate, No,1700000,4500000,12,821,3200000,1900000,4900000,1500000, Approved
3133,3134,4, Graduate, No,700000,2300000,16,688,1500000,300000,1900000,400000, Approved
1563,1564,3, Not Graduate, Yes,500000,1700000,2,811,500000,500000,1400000,200000, Approved
3386,3387,1, Not Graduate, No,6900000,20900000,4,574,3200000,1800000,25000000,5200000, Approved
2422,2423,2, Graduate, No,4600000,17500000,20,597,11400000,6100000,14100000,4100000, Approved
2285,2286,4, Graduate, Yes,8400000,19700000,8,796,17900000,9200000,20200000,7700000, Approved
1088,1089,4, Not Graduate, Yes,7800000,19500000,14,739,1900000,9000000,20400000,4400000, Approved
4057,4058,1, Not Graduate, Yes,7400000,17200000,8,899,16500000,8700000,16700000,4900000, Approved
2339,2340,2, Graduate, No,8200000,22500000,18,857,13400000,14300000,28400000,8400000, Approved
1273,1274,1, Graduate, No,8400000,25000000,12,694,5300000,14900000,23000000,7700000, Approved
1069,1070,2, Graduate, Yes,8500000,31800000,6,714,17000000,900000,26600000,5600000, Approved
3570,3571,4, Not Graduate, Yes,3000000,10900000,2,786,7600000,3300000,8000000,3200000, Approved
933,934,2, Not Graduate, Yes,6200000,21600000,20,679,18600000,2500000,24500000,9100000, Approved
2941,2942,0, Graduate, No,6500000,14500000,12,755,9000000,11900000,20800000,3400000, Approved
2457,2458,1, Graduate, Yes,2100000,4300000,20,896,100000,2300000,7500000,2300000, Approved
2136,2137,2, Graduate, No,7100000,21400000,12,699,11400000,13400000,22600000,4800000, Approved
3933,3934,0, Not Graduate, No,9800000,20100000,16,606,6200000,800000,37300000,8700000, Approved
1282,1283,2, Graduate, No,9800000,25400000,2,655,19900000,4600000,21300000,7900000, Approved
1427,1428,0, Not Graduate, No,6200000,17300000,8,583,3700000,3900000,13600000,3300000, Approved
1635,1636,0, Not Graduate, No,5100000,13400000,16,649,6800000,1600000,15700000,3900000, Approved
1023,1024,4, Not Graduate, Yes,1100000,2900000,4,554,2800000,1000000,4100000,1600000, Approved
3979,3980,4, Not Graduate, No,9400000,20200000,10,803,24800000,1000000,34400000,4800000, Approved
3892,3893,0, Graduate, No,9100000,27100000,12,787,24300000,2900000,34800000,9500000, Approved
2078,2079,1, Graduate, Yes,1000000,3700000,14,798,2000000,200000,3800000,1400000, Approved
598,599,0, Graduate, No,3400000,9400000,6,703,600000,6000000,8600000,2600000, Approved
2534,2535,3, Not Graduate, No,800000,3000000,14,576,1200000,1300000,2600000,400000, Approved
2021,2022,1, Not Graduate, No,5700000,19100000,12,649,9400000,10200000,16400000,4500000, Approved
4182,4183,1, Not Graduate, No,400000,1600000,16,784,800000,700000,700000,100000, Approved
2039,2040,5, Not Graduate, No,3200000,7400000,12,583,9400000,5500000,10600000,3600000, Approved
521,522,3, Not Graduate, No,8300000,24100000,14,823,5900000,700000,24000000,7700000, Approved
4082,4083,2, Not Graduate, No,2300000,5000000,16,588,2000000,3500000,7000000,1500000, Approved
3373,3374,0, Graduate, Yes,9300000,24500000,10,600,20200000,700000,32600000,5400000, Approved
2475,2476,2, Graduate, No,6400000,25000000,12,667,13500000,5500000,25500000,5400000, Approved
499,500,1, Not Graduate, Yes,8400000,24700000,18,698,23000000,13200000,32700000,12200000, Approved
725,726,4, Not Graduate, No,5000000,18700000,10,755,3600000,600000,13000000,2600000, Approved
1801,1802,4, Graduate, No,4700000,17000000,4,364,2900000,4600000,18800000,6200000, Approved
576,577,2, Not Graduate, No,1900000,7500000,2,889,600000,1100000,7100000,2600000, Approved
1903,1904,5, Graduate, Yes,2300000,9100000,16,644,4000000,2600000,6600000,3100000, Approved
505,506,4, Graduate, Yes,2000000,7200000,10,838,2500000,300000,7600000,1000000, Approved
2242,2243,1, Graduate, Yes,6600000,20700000,4,594,4800000,200000,26400000,8900000, Approved
1393,1394,0, Not Graduate, No,8700000,33600000,14,751,7100000,13700000,22800000,7000000, Approved
2904,2905,3, Not Graduate, Yes,5200000,11000000,12,830,8900000,5100000,16000000,7600000, Approved
555,556,5, Not Graduate, Yes,6200000,22200000,20,819,13500000,6600000,21700000,8700000, Approved
1255,1256,4, Graduate, No,800000,3100000,18,712,400000,700000,1900000,1100000, Approved
1659,1660,1, Not Graduate, No,500000,1700000,2,680,700000,800000,1400000,700000, Approved
1769,1770,5, Graduate, Yes,6100000,22500000,6,776,17600000,9900000,13800000,4800000, Approved
3293,3294,3, Not Graduate, Yes,9400000,32100000,10,617,22700000,5800000,29400000,11400000, Approved
1104,1105,3, Graduate, No,1400000,3800000,8,840,1700000,200000,5300000,1500000, Approved
774,775,0, Graduate, Yes,7300000,23300000,2,616,15700000,5900000,25800000,4100000, Approved
4077,4078,1, Graduate, Yes,1800000,6300000,12,749,4200000,200000,3800000,2700000, Approved
977,978,2, Graduate, No,7000000,24200000,8,833,13700000,4100000,26100000,9100000, Approved
2241,2242,1, Not Graduate, Yes,1100000,3800000,8,779,600000,1800000,4000000,1600000, Approved
2895,2896,1, Graduate, No,2500000,5900000,12,668,7400000,600000,6300000,3700000, Approved
1420,1421,1, Graduate, Yes,9000000,18800000,8,797,4100000,9400000,22900000,7500000, Approved
3233,3234,4, Not Graduate, No,200000,700000,10,576,500000,100000,400000,300000, Approved
1685,1686,0, Not Graduate, Yes,2500000,9900000,6,623,6000000,1800000,6200000,1800000, Approved
546,547,4, Not Graduate, Yes,6600000,22100000,6,887,3600000,3500000,19800000,4700000, Approved
